"dateEndOfInteraction","dateStartOfInteraction","endOfInteraction","startOfInteraction","subjectID","ID"
"30/03/2024","30/03/2024","16:55:45","16:33:12","AM29",""
"30/03/2024","30/03/2024","17:08:26","16:58:29","AM29",""
"30/03/2024","30/03/2024","17:20:57","17:09:12","AM29",""
"30/03/2024","30/03/2024","17:44:26","17:24:05","AM29",""
"30/03/2024","30/03/2024","17:48:10","17:44:56","AM29",""
"30/03/2024","30/03/2024","17:49:32","17:48:16","AM29",""
"30/03/2024","30/03/2024","18:00:54","17:50:42","AM29",""
"30/03/2024","30/03/2024","18:06:27","18:01:12","AM29",""
"30/03/2024","30/03/2024","18:09:43","18:08:20","AM29",""
"30/03/2024","30/03/2024","18:10:50","18:09:45","AM29",""
"30/03/2024","30/03/2024","18:14:38","18:10:51","AM29",""
"30/03/2024","30/03/2024","18:34:43","18:16:56","AM29",""
"30/03/2024","30/03/2024","18:35:43","18:34:45","AM29",""
"30/03/2024","30/03/2024","18:43:39","18:36:10","AM29",""
"30/03/2024","30/03/2024","18:52:51","18:44:44","AM29",""
"30/03/2024","30/03/2024","18:56:13","18:55:28","AM29",""
"30/03/2024","30/03/2024","19:02:05","18:56:14","AM29",""
"30/03/2024","30/03/2024","19:04:55","19:02:07","AM29",""
"30/03/2024","30/03/2024","19:14:14","19:04:59","AM29",""
"30/03/2024","30/03/2024","19:16:21","19:14:47","AM29",""
"30/03/2024","30/03/2024","19:17:27","19:16:24","AM29",""
"30/03/2024","30/03/2024","19:20:22","19:17:50","AM29",""
"30/03/2024","30/03/2024","19:26:06","19:20:26","AM29",""
"30/03/2024","30/03/2024","19:36:11","19:26:09","AM29",""
"30/03/2024","30/03/2024","20:14:07","19:36:14","AM29",""
"30/03/2024","30/03/2024","20:21:42","20:14:15","AM29",""
"30/03/2024","30/03/2024","20:24:04","20:21:43","AM29",""
"30/03/2024","30/03/2024","20:48:28","20:24:28","AM29",""
"30/03/2024","30/03/2024","20:53:08","20:52:15","AM29",""
"30/03/2024","30/03/2024","21:02:53","20:54:03","AM29",""
"30/03/2024","30/03/2024","21:06:55","21:04:45","AM29",""
"30/03/2024","30/03/2024","21:20:37","21:06:57","AM29",""
"30/03/2024","30/03/2024","21:33:00","21:21:06","AM29",""
"30/03/2024","30/03/2024","21:34:07","21:33:04","AM29",""
"30/03/2024","30/03/2024","21:35:36","21:34:08","AM29",""
"30/03/2024","30/03/2024","21:38:00","21:35:44","AM29",""
"30/03/2024","30/03/2024","21:41:09","21:38:53","AM29",""
"30/03/2024","30/03/2024","21:41:53","21:41:26","AM29",""
"30/03/2024","30/03/2024","21:43:44","21:42:10","AM29",""
"30/03/2024","30/03/2024","21:46:31","21:43:48","AM29",""
"30/03/2024","30/03/2024","21:47:15","21:46:49","AM29",""
"30/03/2024","30/03/2024","22:05:01","21:47:42","AM29",""
"30/03/2024","30/03/2024","22:08:10","22:05:02","AM29",""
"30/03/2024","30/03/2024","22:11:51","22:09:08","AM29",""
"30/03/2024","30/03/2024","22:25:22","22:14:28","AM29",""
"30/03/2024","30/03/2024","22:29:49","22:25:23","AM29",""
"30/03/2024","30/03/2024","22:44:36","22:29:51","AM29",""
"30/03/2024","30/03/2024","22:54:47","22:44:37","AM29",""
"30/03/2024","30/03/2024","23:08:29","22:54:54","AM29",""
"30/03/2024","30/03/2024","23:11:44","23:08:31","AM29",""
"30/03/2024","30/03/2024","23:23:16","23:13:38","AM29",""
"30/03/2024","30/03/2024","23:27:54","23:23:19","AM29",""
"30/03/2024","30/03/2024","23:37:20","23:27:57","AM29",""
"30/03/2024","30/03/2024","23:43:15","23:37:26","AM29",""
"30/03/2024","30/03/2024","23:44:55","23:43:18","AM29",""
"30/03/2024","30/03/2024","23:54:32","23:44:56","AM29",""
"30/03/2024","30/03/2024","23:55:50","23:55:09","AM29",""
"30/03/2024","30/03/2024","23:58:03","23:55:51","AM29",""
"30/03/2024","30/03/2024","23:59:21","23:58:17","AM29",""
"31/03/2024","31/03/2024","00:05:38","00:01:17","AM29",""
"31/03/2024","31/03/2024","00:11:33","00:05:56","AM29",""
"31/03/2024","31/03/2024","00:13:02","00:11:34","AM29",""
"31/03/2024","31/03/2024","00:20:31","00:13:05","AM29",""
"31/03/2024","31/03/2024","08:05:55","08:05:38","AM29",""
"31/03/2024","31/03/2024","08:11:41","08:11:22","AM29",""
"31/03/2024","31/03/2024","08:12:48","08:12:20","AM29",""
"31/03/2024","31/03/2024","09:33:39","09:30:14","AM29",""
"31/03/2024","31/03/2024","09:52:31","09:50:17","AM29",""
"31/03/2024","31/03/2024","10:02:27","09:52:32","AM29",""
"31/03/2024","31/03/2024","10:03:19","10:02:52","AM29",""
"31/03/2024","31/03/2024","10:17:18","10:03:40","AM29",""
"31/03/2024","31/03/2024","10:18:36","10:17:23","AM29",""
"31/03/2024","31/03/2024","10:20:31","10:18:39","AM29",""
"31/03/2024","31/03/2024","10:22:26","10:20:53","AM29",""
"31/03/2024","31/03/2024","10:30:51","10:30:30","AM29",""
"31/03/2024","31/03/2024","10:47:16","10:30:53","AM29",""
"31/03/2024","31/03/2024","10:50:47","10:47:32","AM29",""
"31/03/2024","31/03/2024","10:51:54","10:51:33","AM29",""
"31/03/2024","31/03/2024","10:59:40","10:55:12","AM29",""
"03/04/2024","03/04/2024","17:42:04","17:40:29","AM29",""
"03/04/2024","03/04/2024","17:45:16","17:44:35","AM29",""
"03/04/2024","03/04/2024","18:01:28","17:49:46","AM29",""
"03/04/2024","03/04/2024","18:25:08","18:05:41","AM29",""
"03/04/2024","03/04/2024","19:19:47","18:48:19","AM29",""
"03/04/2024","03/04/2024","19:22:01","19:21:17","AM29",""
"03/04/2024","03/04/2024","20:55:08","20:50:59","AM29",""
"03/04/2024","03/04/2024","21:34:04","21:20:58","AM29",""
"03/04/2024","03/04/2024","21:55:50","21:45:23","AM29",""
"03/04/2024","03/04/2024","22:16:42","21:57:18","AM29",""
"03/04/2024","03/04/2024","22:21:38","22:16:43","AM29",""
"03/04/2024","03/04/2024","22:27:35","22:25:28","AM29",""
"03/04/2024","03/04/2024","22:28:08","22:27:39","AM29",""
"03/04/2024","03/04/2024","22:29:42","22:28:35","AM29",""
"03/04/2024","03/04/2024","22:30:49","22:29:45","AM29",""
"03/04/2024","03/04/2024","22:55:55","22:32:58","AM29",""
"03/04/2024","03/04/2024","22:57:11","22:56:23","AM29",""
"03/04/2024","03/04/2024","22:57:55","22:57:34","AM29",""
"03/04/2024","03/04/2024","22:58:40","22:58:19","AM29",""
"03/04/2024","03/04/2024","23:05:40","23:02:15","AM29",""
"03/04/2024","03/04/2024","23:06:26","23:05:57","AM29",""
"03/04/2024","03/04/2024","23:06:59","23:06:38","AM29",""
"03/04/2024","03/04/2024","23:07:55","23:07:03","AM29",""
"03/04/2024","03/04/2024","23:09:24","23:08:21","AM29",""
"03/04/2024","03/04/2024","23:16:03","23:09:30","AM29",""
"03/04/2024","03/04/2024","23:18:05","23:17:41","AM29",""
"03/04/2024","03/04/2024","23:19:14","23:18:23","AM29",""
"03/04/2024","03/04/2024","23:23:24","23:21:11","AM29",""
"03/04/2024","03/04/2024","23:24:56","23:23:30","AM29",""
"03/04/2024","03/04/2024","23:26:25","23:24:59","AM29",""
"03/04/2024","03/04/2024","23:30:07","23:26:26","AM29",""
"27/03/2024","27/03/2024","17:58:53","17:52:35","CE17",""
"27/03/2024","27/03/2024","18:08:06","18:02:48","CE17",""
"27/03/2024","27/03/2024","18:30:58","18:08:08","CE17",""
"27/03/2024","27/03/2024","18:52:17","18:40:43","CE17",""
"27/03/2024","27/03/2024","18:54:31","18:52:26","CE17",""
"27/03/2024","27/03/2024","18:57:08","18:55:53","CE17",""
"27/03/2024","27/03/2024","19:04:04","18:59:00","CE17",""
"27/03/2024","27/03/2024","19:11:12","19:04:08","CE17",""
"27/03/2024","27/03/2024","19:31:06","19:14:47","CE17",""
"27/03/2024","27/03/2024","19:43:17","19:31:12","CE17",""
"27/03/2024","27/03/2024","19:47:58","19:45:50","CE17",""
"27/03/2024","27/03/2024","20:02:06","19:48:00","CE17",""
"27/03/2024","27/03/2024","20:37:32","20:03:45","CE17",""
"27/03/2024","27/03/2024","20:56:08","20:37:38","CE17",""
"27/03/2024","27/03/2024","20:58:03","20:56:31","CE17",""
"27/03/2024","27/03/2024","21:29:04","20:58:09","CE17",""
"27/03/2024","27/03/2024","21:56:04","21:29:06","CE17",""
"27/03/2024","27/03/2024","21:57:17","21:56:36","CE17",""
"27/03/2024","27/03/2024","21:57:40","21:57:21","CE17",""
"27/03/2024","27/03/2024","21:59:51","21:58:05","CE17",""
"27/03/2024","27/03/2024","22:00:57","22:00:12","CE17",""
"27/03/2024","27/03/2024","22:02:01","22:01:36","CE17",""
"27/03/2024","27/03/2024","22:20:21","22:02:03","CE17",""
"27/03/2024","27/03/2024","22:34:14","22:26:17","CE17",""
"27/03/2024","27/03/2024","22:50:22","22:46:55","CE17",""
"27/03/2024","27/03/2024","23:02:17","23:00:15","CE17",""
"28/03/2024","28/03/2024","18:55:55","18:52:27","CE17",""
"28/03/2024","28/03/2024","18:56:19","18:56:05","CE17",""
"28/03/2024","28/03/2024","19:04:06","18:57:04","CE17",""
"28/03/2024","28/03/2024","20:02:29","19:56:26","CE17",""
"28/03/2024","28/03/2024","20:30:45","20:17:41","CE17",""
"28/03/2024","28/03/2024","20:37:01","20:30:48","CE17",""
"28/03/2024","28/03/2024","21:28:07","20:38:02","CE17",""
"28/03/2024","28/03/2024","23:42:06","23:36:00","CE17",""
"28/03/2024","28/03/2024","23:51:56","23:48:24","CE17",""
"29/03/2024","29/03/2024","09:34:01","09:16:12","CE17",""
"29/03/2024","29/03/2024","09:37:58","09:34:22","CE17",""
"29/03/2024","29/03/2024","09:43:59","09:39:40","CE17",""
"29/03/2024","29/03/2024","09:46:11","09:44:24","CE17",""
"29/03/2024","29/03/2024","09:47:42","09:46:49","CE17",""
"29/03/2024","29/03/2024","09:48:37","09:48:01","CE17",""
"29/03/2024","29/03/2024","10:05:31","10:00:11","CE17",""
"29/03/2024","29/03/2024","10:06:53","10:05:35","CE17",""
"29/03/2024","29/03/2024","11:17:28","10:26:03","CE17",""
"29/03/2024","29/03/2024","11:22:55","11:17:31","CE17",""
"29/03/2024","29/03/2024","11:50:57","11:22:56","CE17",""
"29/03/2024","29/03/2024","12:40:49","11:51:02","CE17",""
"29/03/2024","29/03/2024","14:30:12","12:41:04","CE17",""
"29/03/2024","29/03/2024","14:33:56","14:33:28","CE17",""
"29/03/2024","29/03/2024","14:35:02","14:34:36","CE17",""
"29/03/2024","29/03/2024","14:39:36","14:38:12","CE17",""
"29/03/2024","29/03/2024","14:46:20","14:45:16","CE17",""
"29/03/2024","29/03/2024","14:47:54","14:46:40","CE17",""
"29/03/2024","29/03/2024","21:16:16","21:14:59","CE17",""
"29/03/2024","29/03/2024","21:52:00","21:48:59","CE17",""
"29/03/2024","29/03/2024","22:01:06","21:52:01","CE17",""
"29/03/2024","29/03/2024","22:08:37","22:03:36","CE17",""
"29/03/2024","29/03/2024","22:11:12","22:10:36","CE17",""
"29/03/2024","29/03/2024","22:24:29","22:15:22","CE17",""
"29/03/2024","29/03/2024","22:28:50","22:26:07","CE17",""
"29/03/2024","29/03/2024","22:43:43","22:28:52","CE17",""
"29/03/2024","29/03/2024","22:52:19","22:44:01","CE17",""
"29/03/2024","29/03/2024","22:56:25","22:52:20","CE17",""
"29/03/2024","29/03/2024","23:03:17","22:56:37","CE17",""
"30/03/2024","30/03/2024","11:49:56","11:27:44","CE17",""
"30/03/2024","30/03/2024","12:06:37","11:58:48","CE17",""
"30/03/2024","30/03/2024","12:20:57","12:06:38","CE17",""
"30/03/2024","30/03/2024","12:25:31","12:21:00","CE17",""
"30/03/2024","30/03/2024","12:25:57","12:25:32","CE17",""
"30/03/2024","30/03/2024","12:48:13","12:26:02","CE17",""
"30/03/2024","30/03/2024","12:48:42","12:48:20","CE17",""
"30/03/2024","30/03/2024","12:51:06","12:48:45","CE17",""
"30/03/2024","30/03/2024","13:00:21","12:54:55","CE17",""
"30/03/2024","30/03/2024","13:02:35","13:00:22","CE17",""
"30/03/2024","30/03/2024","15:15:29","15:11:18","CE17",""
"30/03/2024","30/03/2024","15:23:06","15:22:33","CE17",""
"30/03/2024","30/03/2024","15:31:21","15:27:08","CE17",""
"30/03/2024","30/03/2024","15:44:15","15:31:22","CE17",""
"30/03/2024","30/03/2024","15:51:45","15:46:23","CE17",""
"30/03/2024","30/03/2024","15:57:12","15:52:29","CE17",""
"30/03/2024","30/03/2024","16:14:47","15:59:32","CE17",""
"30/03/2024","30/03/2024","16:22:42","16:19:22","CE17",""
"30/03/2024","30/03/2024","17:50:30","16:28:15","CE17",""
"30/03/2024","30/03/2024","17:57:01","17:50:32","CE17",""
"30/03/2024","30/03/2024","18:33:06","18:10:20","CE17",""
"30/03/2024","30/03/2024","19:10:26","18:33:10","CE17",""
"30/03/2024","30/03/2024","19:24:37","19:10:43","CE17",""
"30/03/2024","30/03/2024","19:28:00","19:27:41","CE17",""
"30/03/2024","30/03/2024","20:18:21","19:45:58","CE17",""
"30/03/2024","30/03/2024","20:21:07","20:18:22","CE17",""
"30/03/2024","30/03/2024","20:25:50","20:24:51","CE17",""
"30/03/2024","30/03/2024","20:49:07","20:25:50","CE17",""
"30/03/2024","30/03/2024","20:50:52","20:50:27","CE17",""
"30/03/2024","30/03/2024","21:00:48","20:54:01","CE17",""
"30/03/2024","30/03/2024","21:14:07","21:05:56","CE17",""
"30/03/2024","30/03/2024","21:18:56","21:14:07","CE17",""
"30/03/2024","30/03/2024","21:20:36","21:19:21","CE17",""
"30/03/2024","30/03/2024","21:22:38","21:21:18","CE17",""
"30/03/2024","30/03/2024","21:26:09","21:22:41","CE17",""
"30/03/2024","30/03/2024","21:27:59","21:26:21","CE17",""
"30/03/2024","30/03/2024","21:30:56","21:28:25","CE17",""
"30/03/2024","30/03/2024","21:35:55","21:31:07","CE17",""
"30/03/2024","30/03/2024","21:41:04","21:38:33","CE17",""
"30/03/2024","30/03/2024","21:56:27","21:42:10","CE17",""
"30/03/2024","30/03/2024","22:05:14","21:57:53","CE17",""
"30/03/2024","30/03/2024","22:12:49","22:05:55","CE17",""
"30/03/2024","30/03/2024","22:17:36","22:16:09","CE17",""
"30/03/2024","30/03/2024","22:23:12","22:17:37","CE17",""
"30/03/2024","30/03/2024","22:40:48","22:24:08","CE17",""
"30/03/2024","30/03/2024","23:01:36","22:40:57","CE17",""
"30/03/2024","30/03/2024","23:04:47","23:02:48","CE17",""
"30/03/2024","30/03/2024","23:19:00","23:13:41","CE17",""
"30/03/2024","30/03/2024","23:22:31","23:19:06","CE17",""
"30/03/2024","30/03/2024","23:27:30","23:22:57","CE17",""
"30/03/2024","30/03/2024","23:41:12","23:27:45","CE17",""
"30/03/2024","30/03/2024","23:46:23","23:41:48","CE17",""
"30/03/2024","30/03/2024","23:49:25","23:46:26","CE17",""
"30/03/2024","30/03/2024","23:54:23","23:49:26","CE17",""
"30/03/2024","30/03/2024","23:55:25","23:54:46","CE17",""
"30/03/2024","30/03/2024","23:59:45","23:57:41","CE17",""
"30/03/2024","30/03/2024","00:03:56","23:59:46","CE17",""
"31/03/2024","31/03/2024","00:09:30","00:04:34","CE17",""
"31/03/2024","31/03/2024","00:10:48","00:10:08","CE17",""
"31/03/2024","31/03/2024","00:12:28","00:11:39","CE17",""
"31/03/2024","31/03/2024","00:19:53","00:12:48","CE17",""
"31/03/2024","31/03/2024","08:15:02","08:12:04","CE17",""
"31/03/2024","31/03/2024","09:51:07","09:50:31","CE17",""
"31/03/2024","31/03/2024","09:53:11","09:51:15","CE17",""
"31/03/2024","31/03/2024","09:57:07","09:53:12","CE17",""
"31/03/2024","31/03/2024","10:00:18","09:57:22","CE17",""
"31/03/2024","31/03/2024","10:06:24","10:01:28","CE17",""
"31/03/2024","31/03/2024","10:09:57","10:06:45","CE17",""
"31/03/2024","31/03/2024","10:13:40","10:10:33","CE17",""
"31/03/2024","31/03/2024","10:19:57","10:14:28","CE17",""
"31/03/2024","31/03/2024","10:36:11","10:31:50","CE17",""
"31/03/2024","31/03/2024","10:37:59","10:36:13","CE17",""
"31/03/2024","31/03/2024","10:41:42","10:38:38","CE17",""
"31/03/2024","31/03/2024","10:47:25","10:41:59","CE17",""
"31/03/2024","31/03/2024","10:48:11","10:47:52","CE17",""
"31/03/2024","31/03/2024","10:50:57","10:48:36","CE17",""
"03/04/2024","03/04/2024","17:45:14","17:44:46","CE17",""
"03/04/2024","03/04/2024","17:53:07","17:49:12","CE17",""
"03/04/2024","03/04/2024","18:07:33","18:02:54","CE17",""
"03/04/2024","03/04/2024","18:18:22","18:07:34","CE17",""
"03/04/2024","03/04/2024","18:24:40","18:18:24","CE17",""
"03/04/2024","03/04/2024","19:24:12","19:21:05","CE17",""
"03/04/2024","03/04/2024","21:19:45","21:18:58","CE17",""
"03/04/2024","03/04/2024","21:34:09","21:20:29","CE17",""
"03/04/2024","03/04/2024","21:50:10","21:49:55","CE17",""
"03/04/2024","03/04/2024","21:55:22","21:50:16","CE17",""
"03/04/2024","03/04/2024","22:20:06","22:13:38","CE17",""
"03/04/2024","03/04/2024","22:35:48","22:25:00","CE17",""
"03/04/2024","03/04/2024","22:52:48","22:50:44","CE17",""
"03/04/2024","03/04/2024","23:04:58","23:03:21","CE17",""
"03/04/2024","03/04/2024","23:06:10","23:05:49","CE17",""
"03/04/2024","03/04/2024","23:09:26","23:07:01","CE17",""
"03/04/2024","03/04/2024","23:25:49","23:21:34","CE17",""
"03/04/2024","03/04/2024","23:29:50","23:25:52","CE17",""
"26/03/2024","26/03/2024","09:50:13","09:49:32","Ei31",""
"26/03/2024","26/03/2024","10:07:03","09:50:19","Ei31",""
"26/03/2024","26/03/2024","10:17:54","10:07:31","Ei31",""
"26/03/2024","26/03/2024","10:39:08","10:18:00","Ei31",""
"26/03/2024","26/03/2024","10:39:37","10:39:12","Ei31",""
"26/03/2024","26/03/2024","10:44:52","10:40:10","Ei31",""
"26/03/2024","26/03/2024","11:01:42","10:52:39","Ei31",""
"26/03/2024","26/03/2024","11:08:23","11:01:43","Ei31",""
"26/03/2024","26/03/2024","11:09:37","11:08:40","Ei31",""
"26/03/2024","26/03/2024","11:10:04","11:09:41","Ei31",""
"26/03/2024","26/03/2024","11:18:48","11:13:43","Ei31",""
"26/03/2024","26/03/2024","11:19:12","11:18:53","Ei31",""
"26/03/2024","26/03/2024","11:32:55","11:32:23","Ei31",""
"26/03/2024","26/03/2024","11:41:04","11:35:55","Ei31",""
"26/03/2024","26/03/2024","11:45:03","11:41:30","Ei31",""
"26/03/2024","26/03/2024","11:59:36","11:47:44","Ei31",""
"26/03/2024","26/03/2024","12:04:10","11:59:42","Ei31",""
"28/03/2024","28/03/2024","21:57:38","21:42:52","Ei31",""
"28/03/2024","28/03/2024","22:01:00","21:59:57","Ei31",""
"28/03/2024","28/03/2024","22:01:26","22:01:02","Ei31",""
"28/03/2024","28/03/2024","22:09:00","22:05:23","Ei31",""
"28/03/2024","28/03/2024","22:24:38","22:09:18","Ei31",""
"28/03/2024","28/03/2024","22:28:34","22:24:47","Ei31",""
"28/03/2024","28/03/2024","22:50:46","22:28:51","Ei31",""
"28/03/2024","28/03/2024","22:53:52","22:52:15","Ei31",""
"28/03/2024","28/03/2024","23:02:12","22:54:01","Ei31",""
"28/03/2024","28/03/2024","23:37:27","23:04:19","Ei31",""
"28/03/2024","28/03/2024","23:41:29","23:38:10","Ei31",""
"28/03/2024","28/03/2024","23:53:20","23:43:39","Ei31",""
"04/04/2024","04/04/2024","09:09:15","09:06:21","Ei31",""
"04/04/2024","04/04/2024","09:18:35","09:10:03","Ei31",""
"04/04/2024","04/04/2024","09:30:40","09:18:36","Ei31",""
"04/04/2024","04/04/2024","09:47:20","09:43:10","Ei31",""
"04/04/2024","04/04/2024","09:55:27","09:49:42","Ei31",""
"04/04/2024","04/04/2024","09:58:11","09:56:02","Ei31",""
"04/04/2024","04/04/2024","10:02:11","09:59:04","Ei31",""
"04/04/2024","04/04/2024","10:32:53","10:29:47","Ei31",""
"04/04/2024","04/04/2024","10:36:01","10:35:21","Ei31",""
"04/04/2024","04/04/2024","10:37:08","10:36:27","Ei31",""
"04/04/2024","04/04/2024","10:58:00","10:46:33","Ei31",""
"04/04/2024","04/04/2024","11:49:31","11:35:39","Ei31",""
"04/04/2024","04/04/2024","11:54:23","11:52:55","Ei31",""
"04/04/2024","04/04/2024","12:00:59","11:56:43","Ei31",""
"04/04/2024","04/04/2024","12:03:31","12:01:25","Ei31",""
"04/04/2024","04/04/2024","12:12:35","12:12:17","Ei31",""
"04/04/2024","04/04/2024","12:16:51","12:12:39","Ei31",""
"04/04/2024","04/04/2024","12:20:11","12:18:56","Ei31",""
"04/04/2024","04/04/2024","12:21:06","12:20:42","Ei31",""
"04/04/2024","04/04/2024","12:25:55","12:21:07","Ei31",""
"04/04/2024","04/04/2024","12:32:01","12:31:32","Ei31",""
"04/04/2024","04/04/2024","12:44:18","12:41:03","Ei31",""
"04/04/2024","04/04/2024","13:00:58","13:00:12","Ei31",""
"04/04/2024","04/04/2024","13:05:19","13:01:27","Ei31",""
"04/04/2024","04/04/2024","13:09:29","13:05:22","Ei31",""
"04/04/2024","04/04/2024","13:24:53","13:14:38","Ei31",""
"04/04/2024","04/04/2024","13:35:55","13:35:39","Ei31",""
"04/04/2024","04/04/2024","13:38:51","13:36:10","Ei31",""
"04/04/2024","04/04/2024","13:45:49","13:38:58","Ei31",""
"04/04/2024","04/04/2024","13:57:29","13:56:49","Ei31",""
"04/04/2024","04/04/2024","13:58:25","13:57:44","Ei31",""
"04/04/2024","04/04/2024","14:04:52","14:00:10","Ei31",""
"04/04/2024","04/04/2024","14:13:28","14:05:04","Ei31",""
"04/04/2024","04/04/2024","14:14:19","14:13:56","Ei31",""
"04/04/2024","04/04/2024","14:31:14","14:27:37","Ei31",""
"04/04/2024","04/04/2024","14:44:31","14:36:31","Ei31",""
"04/04/2024","04/04/2024","14:52:41","14:45:18","Ei31",""
"04/04/2024","04/04/2024","15:06:29","14:55:49","Ei31",""
"04/04/2024","04/04/2024","15:10:34","15:06:47","Ei31",""
"04/04/2024","04/04/2024","15:15:54","15:11:32","Ei31",""
"04/04/2024","04/04/2024","15:31:21","15:18:53","Ei31",""
"25/03/2024","25/03/2024","18:54:05","18:36:22","HJ42",""
"25/03/2024","25/03/2024","20:06:22","19:56:09","HJ42",""
"25/03/2024","25/03/2024","20:12:40","20:06:31","HJ42",""
"25/03/2024","25/03/2024","20:36:28","20:12:46","HJ42",""
"25/03/2024","25/03/2024","20:46:23","20:36:29","HJ42",""
"25/03/2024","25/03/2024","20:58:14","20:46:45","HJ42",""
"05/04/2024","05/04/2024","13:46:19","13:44:17","HJ42",""
"05/04/2024","05/04/2024","14:18:59","14:16:31","HJ42",""
"08/04/2024","08/04/2024","11:25:48","11:20:24","HO30",""
"08/04/2024","08/04/2024","11:26:45","11:25:57","HO30",""
"08/04/2024","08/04/2024","11:30:27","11:29:04","HO30",""
"08/04/2024","08/04/2024","11:39:12","11:34:02","HO30",""
"08/04/2024","08/04/2024","11:43:06","11:40:42","HO30",""
"08/04/2024","08/04/2024","11:56:21","11:55:22","HO30",""
"08/04/2024","08/04/2024","11:57:39","11:56:26","HO30",""
"08/04/2024","08/04/2024","11:58:35","11:57:43","HO30",""
"08/04/2024","08/04/2024","11:59:30","11:58:40","HO30",""
"08/04/2024","08/04/2024","12:02:17","11:59:35","HO30",""
"08/04/2024","08/04/2024","12:04:30","12:02:54","HO30",""
"08/04/2024","08/04/2024","12:07:01","12:04:47","HO30",""
"08/04/2024","08/04/2024","12:07:50","12:07:02","HO30",""
"08/04/2024","08/04/2024","12:08:33","12:07:51","HO30",""
"08/04/2024","08/04/2024","12:10:15","12:08:38","HO30",""
"08/04/2024","08/04/2024","12:11:25","12:10:27","HO30",""
"08/04/2024","08/04/2024","12:11:52","12:11:26","HO30",""
"08/04/2024","08/04/2024","12:21:42","12:16:02","HO30",""
"08/04/2024","08/04/2024","12:22:59","12:22:39","HO30",""
"08/04/2024","08/04/2024","12:28:04","12:24:27","HO30",""
"08/04/2024","08/04/2024","12:31:16","12:31:00","HO30",""
"08/04/2024","08/04/2024","12:38:04","12:31:17","HO30",""
"08/04/2024","08/04/2024","12:39:28","12:38:14","HO30",""
"08/04/2024","08/04/2024","12:42:36","12:39:32","HO30",""
"08/04/2024","08/04/2024","12:43:32","12:42:41","HO30",""
"08/04/2024","08/04/2024","12:54:05","12:51:04","HO30",""
"08/04/2024","08/04/2024","12:54:43","12:54:17","HO30",""
"08/04/2024","08/04/2024","13:03:42","12:56:04","HO30",""
"08/04/2024","08/04/2024","13:12:06","13:03:47","HO30",""
"08/04/2024","08/04/2024","13:12:51","13:12:07","HO30",""
"08/04/2024","08/04/2024","13:17:52","13:12:53","HO30",""
"08/04/2024","08/04/2024","13:19:07","13:18:06","HO30",""
"08/04/2024","08/04/2024","13:30:22","13:26:54","HO30",""
"08/04/2024","08/04/2024","13:36:54","13:30:24","HO30",""
"08/04/2024","08/04/2024","13:45:31","13:37:48","HO30",""
"08/04/2024","08/04/2024","13:49:57","13:45:46","HO30",""
"08/04/2024","08/04/2024","13:50:19","13:50:01","HO30",""
"08/04/2024","08/04/2024","13:51:53","13:50:37","HO30",""
"08/04/2024","08/04/2024","13:57:23","13:54:17","HO30",""
"08/04/2024","08/04/2024","14:11:01","14:10:11","HO30",""
"08/04/2024","08/04/2024","14:13:43","14:11:51","HO30",""
"08/04/2024","08/04/2024","14:18:46","14:13:52","HO30",""
"08/04/2024","08/04/2024","17:48:46","17:47:55","HO30",""
"08/04/2024","08/04/2024","17:52:34","17:48:50","HO30",""
"08/04/2024","08/04/2024","17:59:51","17:59:26","HO30",""
"08/04/2024","08/04/2024","18:01:09","18:00:40","HO30",""
"09/04/2024","09/04/2024","11:32:06","11:31:49","HO30",""
"09/04/2024","09/04/2024","11:35:09","11:34:19","HO30",""
"11/04/2024","11/04/2024","12:40:27","12:37:37","HO30",""
"17/04/2024","17/04/2024","11:16:35","11:15:43","HO30",""
"18/04/2024","18/04/2024","11:31:27","11:30:59","HO30",""
"18/04/2024","18/04/2024","11:32:56","11:31:43","HO30",""
"18/04/2024","18/04/2024","11:33:18","11:32:59","HO30",""
"18/04/2024","18/04/2024","11:34:03","11:33:32","HO30",""
"18/04/2024","18/04/2024","11:34:50","11:34:06","HO30",""
"18/04/2024","18/04/2024","11:38:10","11:37:55","HO30",""
"18/04/2024","18/04/2024","11:46:20","11:40:48","HO30",""
"18/04/2024","18/04/2024","11:51:26","11:50:39","HO30",""
"18/04/2024","18/04/2024","12:00:01","11:59:28","HO30",""
"18/04/2024","18/04/2024","12:00:28","12:00:02","HO30",""
"18/04/2024","18/04/2024","12:02:17","12:01:40","HO30",""
"18/04/2024","18/04/2024","12:04:05","12:03:03","HO30",""
"18/04/2024","18/04/2024","12:05:08","12:04:43","HO30",""
"18/04/2024","18/04/2024","12:06:25","12:05:56","HO30",""
"18/04/2024","18/04/2024","12:07:53","12:07:12","HO30",""
"18/04/2024","18/04/2024","14:46:59","14:45:58","HO30",""
"18/04/2024","18/04/2024","14:48:39","14:47:58","HO30",""
"18/04/2024","18/04/2024","14:49:56","14:48:56","HO30",""
"18/04/2024","18/04/2024","14:51:00","14:50:21","HO30",""
"18/04/2024","18/04/2024","14:52:32","14:51:41","HO30",""
"18/04/2024","18/04/2024","14:55:49","14:55:19","HO30",""
"18/04/2024","18/04/2024","14:57:21","14:56:52","HO30",""
"18/04/2024","18/04/2024","14:57:43","14:57:25","HO30",""
"18/04/2024","18/04/2024","14:58:05","14:57:46","HO30",""
