"dateEndOfInteraction","dateStartOfInteraction","endOfInteraction","startOfInteraction","subjectID","ID"
"18/04/2024","18/04/2024","14:58:39","14:58:11","HO30",""
"18/04/2024","18/04/2024","15:07:09","14:58:44","HO30",""
"19/04/2024","19/04/2024","16:09:57","16:08:24","HO30",""
"19/04/2024","19/04/2024","16:20:12","16:14:38","HO30",""
"08/04/2024","08/04/2024","11:21:27","11:20:03","LJ16",""
"08/04/2024","08/04/2024","11:26:25","11:21:53","LJ16",""
"08/04/2024","08/04/2024","11:27:19","11:26:34","LJ16",""
"08/04/2024","08/04/2024","11:30:00","11:27:32","LJ16",""
"08/04/2024","08/04/2024","11:35:43","11:34:08","LJ16",""
"08/04/2024","08/04/2024","11:38:40","11:36:34","LJ16",""
"08/04/2024","08/04/2024","11:39:20","11:38:44","LJ16",""
"08/04/2024","08/04/2024","11:42:18","11:41:10","LJ16",""
"08/04/2024","08/04/2024","11:45:10","11:44:55","LJ16",""
"08/04/2024","08/04/2024","11:46:46","11:45:50","LJ16",""
"08/04/2024","08/04/2024","11:51:28","11:49:41","LJ16",""
"08/04/2024","08/04/2024","11:52:20","11:51:42","LJ16",""
"08/04/2024","08/04/2024","11:55:05","11:52:54","LJ16",""
"08/04/2024","08/04/2024","12:04:53","11:56:04","LJ16",""
"08/04/2024","08/04/2024","12:06:56","12:05:15","LJ16",""
"08/04/2024","08/04/2024","12:10:36","12:07:10","LJ16",""
"08/04/2024","08/04/2024","12:17:29","12:10:39","LJ16",""
"08/04/2024","08/04/2024","12:19:52","12:17:33","LJ16",""
"08/04/2024","08/04/2024","12:21:01","12:19:53","LJ16",""
"08/04/2024","08/04/2024","12:38:03","12:21:32","LJ16",""
"08/04/2024","08/04/2024","12:43:58","12:38:43","LJ16",""
"08/04/2024","08/04/2024","12:45:07","12:44:38","LJ16",""
"08/04/2024","08/04/2024","12:47:17","12:45:10","LJ16",""
"08/04/2024","08/04/2024","12:48:34","12:47:31","LJ16",""
"08/04/2024","08/04/2024","12:50:59","12:48:38","LJ16",""
"08/04/2024","08/04/2024","12:51:54","12:51:02","LJ16",""
"08/04/2024","08/04/2024","12:55:14","12:51:58","LJ16",""
"08/04/2024","08/04/2024","12:55:58","12:55:19","LJ16",""
"08/04/2024","08/04/2024","12:59:48","12:56:15","LJ16",""
"08/04/2024","08/04/2024","13:02:36","12:59:56","LJ16",""
"08/04/2024","08/04/2024","13:06:40","13:02:42","LJ16",""
"08/04/2024","08/04/2024","13:11:21","13:08:03","LJ16",""
"08/04/2024","08/04/2024","13:14:34","13:11:22","LJ16",""
"08/04/2024","08/04/2024","13:17:23","13:16:32","LJ16",""
"08/04/2024","08/04/2024","13:20:06","13:17:27","LJ16",""
"08/04/2024","08/04/2024","13:30:02","13:26:28","LJ16",""
"08/04/2024","08/04/2024","14:08:31","13:30:04","LJ16",""
"08/04/2024","08/04/2024","14:11:38","14:10:57","LJ16",""
"08/04/2024","08/04/2024","14:12:56","14:12:37","LJ16",""
"08/04/2024","08/04/2024","17:51:02","17:48:11","LJ16",""
"08/04/2024","08/04/2024","17:53:34","17:51:37","LJ16",""
"08/04/2024","08/04/2024","17:57:06","17:55:20","LJ16",""
"08/04/2024","08/04/2024","18:01:16","17:57:48","LJ16",""
"09/04/2024","09/04/2024","11:30:31","11:29:50","LJ16",""
"09/04/2024","09/04/2024","11:33:14","11:31:34","LJ16",""
"09/04/2024","09/04/2024","12:29:49","12:27:48","LJ16",""
"09/04/2024","09/04/2024","12:30:39","12:30:07","LJ16",""
"17/04/2024","17/04/2024","11:16:39","11:15:13","LJ16",""
"18/04/2024","18/04/2024","11:31:32","11:30:37","LJ16",""
"18/04/2024","18/04/2024","11:33:35","11:31:49","LJ16",""
"18/04/2024","18/04/2024","11:35:34","11:34:00","LJ16",""
"18/04/2024","18/04/2024","11:47:54","11:47:17","LJ16",""
"18/04/2024","18/04/2024","11:48:40","11:48:22","LJ16",""
"18/04/2024","18/04/2024","11:58:57","11:56:31","LJ16",""
"18/04/2024","18/04/2024","12:00:30","11:58:58","LJ16",""
"18/04/2024","18/04/2024","12:03:19","12:01:53","LJ16",""
"18/04/2024","18/04/2024","12:03:38","12:03:25","LJ16",""
"18/04/2024","18/04/2024","12:05:15","12:04:12","LJ16",""
"18/04/2024","18/04/2024","14:51:17","14:45:43","LJ16",""
"18/04/2024","18/04/2024","14:53:27","14:51:24","LJ16",""
"18/04/2024","18/04/2024","14:56:30","14:53:35","LJ16",""
"18/04/2024","18/04/2024","15:01:18","14:56:42","LJ16",""
"19/04/2024","19/04/2024","16:10:25","16:08:32","LJ16",""
"19/04/2024","19/04/2024","16:16:35","16:15:01","LJ16",""
"19/04/2024","19/04/2024","16:22:25","16:16:39","LJ16",""
"26/03/2024","26/03/2024","09:50:58","09:49:17","MN03",""
"26/03/2024","26/03/2024","09:51:20","09:51:08","MN03",""
"26/03/2024","26/03/2024","09:55:08","09:51:31","MN03",""
"26/03/2024","26/03/2024","09:57:22","09:55:19","MN03",""
"26/03/2024","26/03/2024","09:58:15","09:57:54","MN03",""
"26/03/2024","26/03/2024","10:00:13","09:58:16","MN03",""
"26/03/2024","26/03/2024","10:02:25","10:01:10","MN03",""
"26/03/2024","26/03/2024","10:05:15","10:02:25","MN03",""
"26/03/2024","26/03/2024","10:07:38","10:05:22","MN03",""
"26/03/2024","26/03/2024","10:10:11","10:08:13","MN03",""
"26/03/2024","26/03/2024","10:11:58","10:11:19","MN03",""
"26/03/2024","26/03/2024","10:15:07","10:11:59","MN03",""
"26/03/2024","26/03/2024","10:16:14","10:15:11","MN03",""
"26/03/2024","26/03/2024","10:20:07","10:16:15","MN03",""
"26/03/2024","26/03/2024","10:21:10","10:20:10","MN03",""
"26/03/2024","26/03/2024","10:24:06","10:21:17","MN03",""
"26/03/2024","26/03/2024","10:26:08","10:24:40","MN03",""
"26/03/2024","26/03/2024","10:27:53","10:27:07","MN03",""
"26/03/2024","26/03/2024","10:33:35","10:27:56","MN03",""
"26/03/2024","26/03/2024","10:34:13","10:33:36","MN03",""
"26/03/2024","26/03/2024","10:40:39","10:34:50","MN03",""
"26/03/2024","26/03/2024","10:46:53","10:40:54","MN03",""
"26/03/2024","26/03/2024","10:52:05","10:48:12","MN03",""
"26/03/2024","26/03/2024","10:55:08","10:52:25","MN03",""
"26/03/2024","26/03/2024","10:56:50","10:55:14","MN03",""
"26/03/2024","26/03/2024","10:58:20","10:57:05","MN03",""
"26/03/2024","26/03/2024","11:06:05","10:59:11","MN03",""
"26/03/2024","26/03/2024","11:07:28","11:06:19","MN03",""
"26/03/2024","26/03/2024","11:08:13","11:07:52","MN03",""
"26/03/2024","26/03/2024","11:11:15","11:08:14","MN03",""
"26/03/2024","26/03/2024","11:14:22","11:12:03","MN03",""
"26/03/2024","26/03/2024","11:16:24","11:15:18","MN03",""
"26/03/2024","26/03/2024","11:20:11","11:16:25","MN03",""
"26/03/2024","26/03/2024","11:21:13","11:20:21","MN03",""
"26/03/2024","26/03/2024","11:25:08","11:22:13","MN03",""
"26/03/2024","26/03/2024","11:26:07","11:25:13","MN03",""
"26/03/2024","26/03/2024","11:31:01","11:28:07","MN03",""
"26/03/2024","26/03/2024","11:33:08","11:32:21","MN03",""
"26/03/2024","26/03/2024","11:35:18","11:33:40","MN03",""
"26/03/2024","26/03/2024","11:38:11","11:35:28","MN03",""
"26/03/2024","26/03/2024","11:48:10","11:38:16","MN03",""
"26/03/2024","26/03/2024","11:48:33","11:48:14","MN03",""
"26/03/2024","26/03/2024","11:54:06","11:48:37","MN03",""
"26/03/2024","26/03/2024","11:56:12","11:54:10","MN03",""
"26/03/2024","26/03/2024","11:57:29","11:56:13","MN03",""
"26/03/2024","26/03/2024","12:03:43","11:57:33","MN03",""
"28/03/2024","28/03/2024","21:37:24","21:35:20","MN03",""
"28/03/2024","28/03/2024","21:39:24","21:37:42","MN03",""
"28/03/2024","28/03/2024","21:40:39","21:39:28","MN03",""
"28/03/2024","28/03/2024","21:42:23","21:41:10","MN03",""
"28/03/2024","28/03/2024","21:48:30","21:45:11","MN03",""
"28/03/2024","28/03/2024","21:51:38","21:48:33","MN03",""
"28/03/2024","28/03/2024","21:53:23","21:51:42","MN03",""
"28/03/2024","28/03/2024","21:55:50","21:53:35","MN03",""
"28/03/2024","28/03/2024","21:56:11","21:55:53","MN03",""
"28/03/2024","28/03/2024","21:59:20","21:56:31","MN03",""
"28/03/2024","28/03/2024","22:00:21","21:59:25","MN03",""
"28/03/2024","28/03/2024","22:03:21","22:01:39","MN03",""
"28/03/2024","28/03/2024","22:04:12","22:03:22","MN03",""
"28/03/2024","28/03/2024","22:06:12","22:05:04","MN03",""
"28/03/2024","28/03/2024","22:07:59","22:06:29","MN03",""
"28/03/2024","28/03/2024","22:13:04","22:10:04","MN03",""
"28/03/2024","28/03/2024","22:18:19","22:13:20","MN03",""
"28/03/2024","28/03/2024","22:23:10","22:19:02","MN03",""
"28/03/2024","28/03/2024","22:24:31","22:24:07","MN03",""
"28/03/2024","28/03/2024","22:26:10","22:24:38","MN03",""
"28/03/2024","28/03/2024","22:28:03","22:26:12","MN03",""
"28/03/2024","28/03/2024","22:29:05","22:28:06","MN03",""
"28/03/2024","28/03/2024","22:30:00","22:29:30","MN03",""
"28/03/2024","28/03/2024","22:33:58","22:30:43","MN03",""
"28/03/2024","28/03/2024","22:35:06","22:34:49","MN03",""
"28/03/2024","28/03/2024","22:41:08","22:37:12","MN03",""
"28/03/2024","28/03/2024","22:42:45","22:41:10","MN03",""
"28/03/2024","28/03/2024","22:44:13","22:43:06","MN03",""
"28/03/2024","28/03/2024","22:45:15","22:44:16","MN03",""
"28/03/2024","28/03/2024","22:47:11","22:46:16","MN03",""
"28/03/2024","28/03/2024","22:51:08","22:47:52","MN03",""
"28/03/2024","28/03/2024","22:55:14","22:53:07","MN03",""
"28/03/2024","28/03/2024","22:59:34","22:55:16","MN03",""
"28/03/2024","28/03/2024","23:01:49","22:59:47","MN03",""
"28/03/2024","28/03/2024","23:09:11","23:03:34","MN03",""
"28/03/2024","28/03/2024","23:10:40","23:09:54","MN03",""
"28/03/2024","28/03/2024","23:13:42","23:12:06","MN03",""
"28/03/2024","28/03/2024","23:15:31","23:14:30","MN03",""
"28/03/2024","28/03/2024","23:17:50","23:16:07","MN03",""
"28/03/2024","28/03/2024","23:18:26","23:17:56","MN03",""
"28/03/2024","28/03/2024","23:20:53","23:19:23","MN03",""
"28/03/2024","28/03/2024","23:21:21","23:21:04","MN03",""
"28/03/2024","28/03/2024","23:24:44","23:21:27","MN03",""
"28/03/2024","28/03/2024","23:29:19","23:25:08","MN03",""
"28/03/2024","28/03/2024","23:31:05","23:29:28","MN03",""
"28/03/2024","28/03/2024","23:33:26","23:32:00","MN03",""
"28/03/2024","28/03/2024","23:34:48","23:34:13","MN03",""
"28/03/2024","28/03/2024","23:35:55","23:35:28","MN03",""
"28/03/2024","28/03/2024","23:44:33","23:36:50","MN03",""
"28/03/2024","28/03/2024","23:48:00","23:44:38","MN03",""
"28/03/2024","28/03/2024","23:54:20","23:48:20","MN03",""
"28/03/2024","28/03/2024","23:55:28","23:54:28","MN03",""
"04/04/2024","04/04/2024","09:14:35","09:06:13","MN03",""
"04/04/2024","04/04/2024","09:25:52","09:14:40","MN03",""
"04/04/2024","04/04/2024","09:28:05","09:25:57","MN03",""
"04/04/2024","04/04/2024","09:28:27","09:28:08","MN03",""
"04/04/2024","04/04/2024","09:30:40","09:28:28","MN03",""
"04/04/2024","04/04/2024","09:32:21","09:30:40","MN03",""
"04/04/2024","04/04/2024","09:52:48","09:43:03","MN03",""
"04/04/2024","04/04/2024","10:00:18","09:52:58","MN03",""
"04/04/2024","04/04/2024","10:13:58","10:12:53","MN03",""
"04/04/2024","04/04/2024","10:16:03","10:14:01","MN03",""
"04/04/2024","04/04/2024","10:28:07","10:16:03","MN03",""
"04/04/2024","04/04/2024","10:30:06","10:28:21","MN03",""
"04/04/2024","04/04/2024","10:31:59","10:30:13","MN03",""
"04/04/2024","04/04/2024","10:37:05","10:32:21","MN03",""
"04/04/2024","04/04/2024","10:40:00","10:39:22","MN03",""
"04/04/2024","04/04/2024","10:43:59","10:40:16","MN03",""
"04/04/2024","04/04/2024","10:49:25","10:45:24","MN03",""
"04/04/2024","04/04/2024","10:53:16","10:51:56","MN03",""
"04/04/2024","04/04/2024","10:56:44","10:53:41","MN03",""
"04/04/2024","04/04/2024","11:02:37","11:02:10","MN03",""
"04/04/2024","04/04/2024","11:06:11","11:05:59","MN03",""
"04/04/2024","04/04/2024","11:07:55","11:06:19","MN03",""
"04/04/2024","04/04/2024","11:11:56","11:10:04","MN03",""
"04/04/2024","04/04/2024","11:14:02","11:12:01","MN03",""
"04/04/2024","04/04/2024","11:19:10","11:17:17","MN03",""
"04/04/2024","04/04/2024","12:01:05","11:35:58","MN03",""
"04/04/2024","04/04/2024","12:02:13","12:01:09","MN03",""
"04/04/2024","04/04/2024","12:04:24","12:02:38","MN03",""
"04/04/2024","04/04/2024","12:10:36","12:08:56","MN03",""
"04/04/2024","04/04/2024","12:14:37","12:11:58","MN03",""
"04/04/2024","04/04/2024","12:18:36","12:14:45","MN03",""
"04/04/2024","04/04/2024","12:19:52","12:18:54","MN03",""
"04/04/2024","04/04/2024","12:20:59","12:19:53","MN03",""
"04/04/2024","04/04/2024","12:21:52","12:21:00","MN03",""
"04/04/2024","04/04/2024","12:24:58","12:21:55","MN03",""
"04/04/2024","04/04/2024","12:25:56","12:25:00","MN03",""
"04/04/2024","04/04/2024","12:30:38","12:28:47","MN03",""
"04/04/2024","04/04/2024","12:34:09","12:31:10","MN03",""
"04/04/2024","04/04/2024","12:45:40","12:38:18","MN03",""
"04/04/2024","04/04/2024","12:48:40","12:45:49","MN03",""
"04/04/2024","04/04/2024","12:50:43","12:49:13","MN03",""
"04/04/2024","04/04/2024","12:51:54","12:51:35","MN03",""
"04/04/2024","04/04/2024","12:52:47","12:52:23","MN03",""
"04/04/2024","04/04/2024","12:57:12","12:55:15","MN03",""
"04/04/2024","04/04/2024","12:57:57","12:57:27","MN03",""
"04/04/2024","04/04/2024","13:03:27","12:58:05","MN03",""
"04/04/2024","04/04/2024","13:05:11","13:04:38","MN03",""
"04/04/2024","04/04/2024","13:07:24","13:05:12","MN03",""
"04/04/2024","04/04/2024","13:08:27","13:07:27","MN03",""
"04/04/2024","04/04/2024","13:12:24","13:08:37","MN03",""
"04/04/2024","04/04/2024","13:15:02","13:12:39","MN03",""
"04/04/2024","04/04/2024","13:17:07","13:15:09","MN03",""
"04/04/2024","04/04/2024","13:18:11","13:17:28","MN03",""
"04/04/2024","04/04/2024","13:26:53","13:20:05","MN03",""
"04/04/2024","04/04/2024","13:28:31","13:27:31","MN03",""
"04/04/2024","04/04/2024","13:28:59","13:28:44","MN03",""
"04/04/2024","04/04/2024","13:43:27","13:29:06","MN03",""
"04/04/2024","04/04/2024","13:47:24","13:43:32","MN03",""
"04/04/2024","04/04/2024","13:48:15","13:47:25","MN03",""
"04/04/2024","04/04/2024","13:48:38","13:48:31","MN03",""
"04/04/2024","04/04/2024","13:51:13","13:48:59","MN03",""
"04/04/2024","04/04/2024","14:02:08","13:51:16","MN03",""
"04/04/2024","04/04/2024","14:03:55","14:02:11","MN03",""
"04/04/2024","04/04/2024","14:05:31","14:04:01","MN03",""
"04/04/2024","04/04/2024","14:07:07","14:05:35","MN03",""
"04/04/2024","04/04/2024","14:08:01","14:07:09","MN03",""
"04/04/2024","04/04/2024","14:13:03","14:11:28","MN03",""
"04/04/2024","04/04/2024","14:15:10","14:14:16","MN03",""
"04/04/2024","04/04/2024","14:16:47","14:16:04","MN03",""
"04/04/2024","04/04/2024","14:30:04","14:19:16","MN03",""
"04/04/2024","04/04/2024","14:34:55","14:33:59","MN03",""
"04/04/2024","04/04/2024","14:36:48","14:34:57","MN03",""
"04/04/2024","04/04/2024","14:37:28","14:36:48","MN03",""
"04/04/2024","04/04/2024","14:41:09","14:37:33","MN03",""
"04/04/2024","04/04/2024","14:45:37","14:41:11","MN03",""
"04/04/2024","04/04/2024","14:47:42","14:45:42","MN03",""
"04/04/2024","04/04/2024","14:48:20","14:47:42","MN03",""
"04/04/2024","04/04/2024","14:52:08","14:49:41","MN03",""
"04/04/2024","04/04/2024","14:55:43","14:54:41","MN03",""
"04/04/2024","04/04/2024","14:59:45","14:55:49","MN03",""
"04/04/2024","04/04/2024","15:00:20","15:00:00","MN03",""
"04/04/2024","04/04/2024","15:02:32","15:00:32","MN03",""
"04/04/2024","04/04/2024","15:15:58","15:02:37","MN03",""
"04/04/2024","04/04/2024","15:19:12","15:18:03","MN03",""
"04/04/2024","04/04/2024","15:21:34","15:19:17","MN03",""
"08/04/2024","08/04/2024","12:35:09","12:29:32","MV18",""
"08/04/2024","08/04/2024","12:39:53","12:36:45","MV18",""
"08/04/2024","08/04/2024","12:49:52","12:41:06","MV18",""
"08/04/2024","08/04/2024","12:51:21","12:49:54","MV18",""
"08/04/2024","08/04/2024","13:01:04","12:51:23","MV18",""
"08/04/2024","08/04/2024","13:11:41","13:06:04","MV18",""
"08/04/2024","08/04/2024","13:16:28","13:12:54","MV18",""
"08/04/2024","08/04/2024","14:56:55","14:48:17","MV18",""
"08/04/2024","08/04/2024","15:05:39","14:57:09","MV18",""
"08/04/2024","08/04/2024","15:06:40","15:05:42","MV18",""
"08/04/2024","08/04/2024","15:12:27","15:06:52","MV18",""
"08/04/2024","08/04/2024","15:19:43","15:12:50","MV18",""
"08/04/2024","08/04/2024","15:39:17","15:19:44","MV18",""
"08/04/2024","08/04/2024","15:51:40","15:39:18","MV18",""
"08/04/2024","08/04/2024","15:52:44","15:51:42","MV18",""
"08/04/2024","08/04/2024","16:01:22","15:52:45","MV18",""
"08/04/2024","08/04/2024","16:08:34","16:01:56","MV18",""
"08/04/2024","08/04/2024","16:18:30","16:08:35","MV18",""
"08/04/2024","08/04/2024","16:20:03","16:18:44","MV18",""
"08/04/2024","08/04/2024","16:21:19","16:20:30","MV18",""
"08/04/2024","08/04/2024","16:25:37","16:21:20","MV18",""
"08/04/2024","08/04/2024","16:29:03","16:25:38","MV18",""
"08/04/2024","08/04/2024","16:30:43","16:29:29","MV18",""
"08/04/2024","08/04/2024","16:34:08","16:32:17","MV18",""
"08/04/2024","08/04/2024","16:38:55","16:34:17","MV18",""
"08/04/2024","08/04/2024","16:44:52","16:43:44","MV18",""
"08/04/2024","08/04/2024","16:58:55","16:45:02","MV18",""
"08/04/2024","08/04/2024","17:02:54","16:58:57","MV18",""
"08/04/2024","08/04/2024","17:03:16","17:02:54","MV18",""
"08/04/2024","08/04/2024","17:04:23","17:03:43","MV18",""
"08/04/2024","08/04/2024","17:08:00","17:04:40","MV18",""
"08/04/2024","08/04/2024","17:09:41","17:08:19","MV18",""
"08/04/2024","08/04/2024","17:12:11","17:10:48","MV18",""
"08/04/2024","08/04/2024","17:15:40","17:12:13","MV18",""
"08/04/2024","08/04/2024","17:16:02","17:15:43","MV18",""
"08/04/2024","08/04/2024","17:17:27","17:16:16","MV18",""
"08/04/2024","08/04/2024","17:18:38","17:17:35","MV18",""
"08/04/2024","08/04/2024","17:23:52","17:18:39","MV18",""
"08/04/2024","08/04/2024","17:26:01","17:24:17","MV18",""
"08/04/2024","08/04/2024","17:28:26","17:26:23","MV18",""
"08/04/2024","08/04/2024","17:33:11","17:28:30","MV18",""
"08/04/2024","08/04/2024","18:55:56","18:54:06","MV18",""
"08/04/2024","08/04/2024","19:01:21","18:56:00","MV18",""
"08/04/2024","08/04/2024","19:13:45","19:04:34","MV18",""
"08/04/2024","08/04/2024","19:15:48","19:14:52","MV18",""
"08/04/2024","08/04/2024","19:16:10","19:15:55","MV18",""
"08/04/2024","08/04/2024","19:17:24","19:16:16","MV18",""
"08/04/2024","08/04/2024","19:22:46","19:17:27","MV18",""
"08/04/2024","08/04/2024","19:24:14","19:23:07","MV18",""
"08/04/2024","08/04/2024","19:25:43","19:24:34","MV18",""
"08/04/2024","08/04/2024","19:28:30","19:26:59","MV18",""
"08/04/2024","08/04/2024","19:29:25","19:28:36","MV18",""
"08/04/2024","08/04/2024","19:32:56","19:29:30","MV18",""
"08/04/2024","08/04/2024","19:35:31","19:32:59","MV18",""
"08/04/2024","08/04/2024","19:46:47","19:35:38","MV18",""
"08/04/2024","08/04/2024","19:56:46","19:49:16","MV18",""
"08/04/2024","08/04/2024","20:01:48","19:59:39","MV18",""
"08/04/2024","08/04/2024","20:09:07","20:02:05","MV18",""
"10/04/2024","10/04/2024","13:50:01","13:46:36","MV18",""
"10/04/2024","10/04/2024","13:56:47","13:50:05","MV18",""
"10/04/2024","10/04/2024","18:47:30","18:38:08","MV18",""
"10/04/2024","10/04/2024","19:49:20","19:40:32","MV18",""
"10/04/2024","10/04/2024","19:54:53","19:51:14","MV18",""
"10/04/2024","10/04/2024","19:58:13","19:55:39","MV18",""
"10/04/2024","10/04/2024","20:47:03","20:37:44","MV18",""
"10/04/2024","10/04/2024","20:53:47","20:50:41","MV18",""
"10/04/2024","10/04/2024","21:10:42","20:54:14","MV18",""
"10/04/2024","10/04/2024","21:16:37","21:10:45","MV18",""
"10/04/2024","10/04/2024","21:20:35","21:17:58","MV18",""
"10/04/2024","10/04/2024","21:40:52","21:21:03","MV18",""
"10/04/2024","10/04/2024","21:44:22","21:41:37","MV18",""
"10/04/2024","10/04/2024","21:47:40","21:45:03","MV18",""
"10/04/2024","10/04/2024","21:50:02","21:48:30","MV18",""
"10/04/2024","10/04/2024","21:53:43","21:52:00","MV18",""
"10/04/2024","10/04/2024","21:56:57","21:53:54","MV18",""
"10/04/2024","10/04/2024","22:01:01","21:56:58","MV18",""
"10/04/2024","10/04/2024","22:01:45","22:01:17","MV18",""
"10/04/2024","10/04/2024","22:03:15","22:01:53","MV18",""
"10/04/2024","10/04/2024","22:10:32","22:03:23","MV18",""
"10/04/2024","10/04/2024","22:16:55","22:10:52","MV18",""
"10/04/2024","10/04/2024","22:29:02","22:27:56","MV18",""
"10/04/2024","10/04/2024","22:37:23","22:33:16","MV18",""
"10/04/2024","10/04/2024","22:39:20","22:37:48","MV18",""
"10/04/2024","10/04/2024","22:43:03","22:39:21","MV18",""
"10/04/2024","10/04/2024","22:46:10","22:44:43","MV18",""
"10/04/2024","10/04/2024","22:53:52","22:48:21","MV18",""
"10/04/2024","10/04/2024","22:55:36","22:55:02","MV18",""
"10/04/2024","10/04/2024","23:08:02","22:58:31","MV18",""
"10/04/2024","10/04/2024","23:18:10","23:08:57","MV18",""
"10/04/2024","10/04/2024","23:22:36","23:18:35","MV18",""
"10/04/2024","10/04/2024","23:23:43","23:23:15","MV18",""
"10/04/2024","10/04/2024","23:28:18","23:27:30","MV18",""
"11/04/2024","11/04/2024","15:37:53","15:32:49","MV18",""
"11/04/2024","11/04/2024","15:40:08","15:39:08","MV18",""
"16/04/2024","16/04/2024","10:34:18","10:28:14","MV18",""
"16/04/2024","16/04/2024","11:42:16","11:41:48","MV18",""
"16/04/2024","16/04/2024","11:43:45","11:42:50","MV18",""
"16/04/2024","16/04/2024","11:57:53","11:51:15","MV18",""
"16/04/2024","16/04/2024","12:00:31","11:57:55","MV18",""
"16/04/2024","16/04/2024","12:05:01","12:00:41","MV18",""
"16/04/2024","16/04/2024","12:08:02","12:05:08","MV18",""
"16/04/2024","16/04/2024","12:13:44","12:08:06","MV18",""
"16/04/2024","16/04/2024","12:18:00","12:14:01","MV18",""
"16/04/2024","16/04/2024","12:20:11","12:18:40","MV18",""
"16/04/2024","16/04/2024","15:22:21","15:19:12","MV18",""
"16/04/2024","16/04/2024","15:24:20","15:22:30","MV18",""
"16/04/2024","16/04/2024","15:27:37","15:25:23","MV18",""
"16/04/2024","16/04/2024","15:33:44","15:29:58","MV18",""
"16/04/2024","16/04/2024","15:35:50","15:34:58","MV18",""
"16/04/2024","16/04/2024","15:42:19","15:38:58","MV18",""
"16/04/2024","16/04/2024","15:49:58","15:43:18","MV18",""
"16/04/2024","16/04/2024","15:53:44","15:50:02","MV18",""
"16/04/2024","16/04/2024","15:58:41","15:54:57","MV18",""
"16/04/2024","16/04/2024","16:02:36","15:59:06","MV18",""
"16/04/2024","16/04/2024","16:05:15","16:02:37","MV18",""
"16/04/2024","16/04/2024","16:11:03","16:05:19","MV18",""
"16/04/2024","16/04/2024","16:15:42","16:11:54","MV18",""
"16/04/2024","16/04/2024","16:16:33","16:15:43","MV18",""
"16/04/2024","16/04/2024","16:27:07","16:17:34","MV18",""
"16/04/2024","16/04/2024","16:37:23","16:27:23","MV18",""
"16/04/2024","16/04/2024","16:40:50","16:39:50","MV18",""
"16/04/2024","16/04/2024","16:45:23","16:41:58","MV18",""
"16/04/2024","16/04/2024","16:46:08","16:45:25","MV18",""
"16/04/2024","16/04/2024","16:58:25","16:46:09","MV18",""
"16/04/2024","16/04/2024","17:00:46","16:59:08","MV18",""
"16/04/2024","16/04/2024","19:00:15","18:50:26","MV18",""
"16/04/2024","16/04/2024","19:04:09","19:00:17","MV18",""
"16/04/2024","16/04/2024","19:04:31","19:04:10","MV18",""
"16/04/2024","16/04/2024","19:05:26","19:04:31","MV18",""
"16/04/2024","16/04/2024","19:06:11","19:05:30","MV18",""
"16/04/2024","16/04/2024","19:09:08","19:06:30","MV18",""
"16/04/2024","16/04/2024","19:10:15","19:09:09","MV18",""
"16/04/2024","16/04/2024","19:10:37","19:10:18","MV18",""
"16/04/2024","16/04/2024","19:10:59","19:10:40","MV18",""
"16/04/2024","16/04/2024","19:11:21","19:11:03","MV18",""
"16/04/2024","16/04/2024","19:12:39","19:11:23","MV18",""
"16/04/2024","16/04/2024","19:17:17","19:13:09","MV18",""
"20/04/2024","20/04/2024","18:11:34","17:59:59","MV18",""
"20/04/2024","20/04/2024","18:46:02","18:12:10","MV18",""
"20/04/2024","20/04/2024","19:02:39","18:48:52","MV18",""
"20/04/2024","20/04/2024","19:08:56","19:06:48","MV18",""
"20/04/2024","20/04/2024","19:17:20","19:15:35","MV18",""
"20/04/2024","20/04/2024","19:19:02","19:18:07","MV18",""
"20/04/2024","20/04/2024","19:26:42","19:19:19","MV18",""
"20/04/2024","20/04/2024","20:00:07","19:26:45","MV18",""
"20/04/2024","20/04/2024","20:16:42","20:02:38","MV18",""
"20/04/2024","20/04/2024","20:25:38","20:21:23","MV18",""
"20/04/2024","20/04/2024","20:48:42","20:41:40","MV18",""
"20/04/2024","20/04/2024","20:49:17","20:48:44","MV18",""
"20/04/2024","20/04/2024","21:06:43","21:00:56","MV18",""
"20/04/2024","20/04/2024","21:11:40","21:09:51","MV18",""
"20/04/2024","20/04/2024","21:13:53","21:11:40","MV18",""
"20/04/2024","20/04/2024","21:30:25","21:20:23","MV18",""
"20/04/2024","20/04/2024","21:37:35","21:36:59","MV18",""
"20/04/2024","20/04/2024","21:43:54","21:37:36","MV18",""
"20/04/2024","20/04/2024","21:45:19","21:44:36","MV18",""
"20/04/2024","20/04/2024","21:56:47","21:54:49","MV18",""
"20/04/2024","20/04/2024","21:59:45","21:57:20","MV18",""
"20/04/2024","20/04/2024","22:08:24","22:06:35","MV18",""
"20/04/2024","20/04/2024","22:15:25","22:10:12","MV18",""
"20/04/2024","20/04/2024","22:19:25","22:15:26","MV18",""
"20/04/2024","20/04/2024","22:25:46","22:20:37","MV18",""
"20/04/2024","20/04/2024","22:54:55","22:31:40","MV18",""
"20/04/2024","20/04/2024","23:09:26","23:07:09","MV18",""
"20/04/2024","20/04/2024","23:18:33","23:09:32","MV18",""
"20/04/2024","20/04/2024","23:22:43","23:21:42","MV18",""
"20/04/2024","20/04/2024","23:36:59","23:27:19","MV18",""
"20/04/2024","20/04/2024","23:52:35","23:39:17","MV18",""
